Period,Address,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Latitude,Longitude
2004-6-8T23:0:0,london bushy park,47.9,65.7,57,38.3,51.02,,15,,236.12,0,0,,24.9,,1033,-33.09275,27.7539
2004-6-9T23:0:0,london bushy park,45.1,71.2,57,34.6,45.87,,8.1,,264.75,0,0,,22.7,,1029.9,-33.09275,27.7539
2004-6-10T23:0:0,london bushy park,50.6,76.3,61.3,28.1,29.19,,11.3,,173.5,0,0,,22.6,,1023.5,-33.09275,27.7539
2004-6-11T23:0:0,london bushy park,53.9,69.5,60.6,32.5,35.77,,10.2,,246.38,0,0,,23.8,,1020.3,-33.09275,27.7539
2004-6-12T23:0:0,london bushy park,53.5,66.8,59.8,40.2,50.37,,17.1,,286.12,0,0,,23.7,,1017.8,-33.09275,27.7539
2004-6-13T23:0:0,london bushy park,54,70.7,60.9,36.3,41.82,,14,,247.89,0,0,,22.3,,1015.6,-33.09275,27.7539
2004-6-14T23:0:0,london bushy park,57.2,58.2,57.6,44.5,61.65,,13.8,,279.67,0,0,,21.7,,1020.8,-33.09275,27.7539
2004-6-17T23:0:0,london bushy park,51.4,75.9,65.2,39.2,41,,13.6,,220.6,0,0,,21.7,,1022,-33.09275,27.7539
2004-6-18T23:0:0,london bushy park,50.3,64.1,58.8,50.3,74.74,,13.8,,245.75,0,0,,23.3,,1022.9,-33.09275,27.7539
2004-6-19T23:0:0,london bushy park,59,67.2,62.7,56.7,81.35,,9.1,,218.22,0,0,,22.6,,1027.5,-33.09275,27.7539
2004-6-20T23:0:0,london bushy park,51.5,70,59.8,52.6,78.51,,11.6,,152,0,0,,14,,1024.1,-33.09275,27.7539
2004-6-21T23:0:0,london bushy park,52,82.3,65.5,41.2,47.33,79.9,29.1,,303.12,0,0,,21.4,,1022,-33.09275,27.7539
2004-6-22T23:0:0,london bushy park,55,68.7,62.5,45.8,58.79,,13.7,,271.25,0,0,,22.2,,1023.6,-33.09275,27.7539
2004-6-23T23:0:0,london bushy park,50.3,78.5,65.1,42.5,49.61,,11.2,,144.12,0,0,,20.9,,1022.6,-33.09275,27.7539
2004-6-24T23:0:0,london bushy park,62.3,85.4,71.5,32,26.47,81.8,13.7,,268.33,0,0,,24.8,,1019.9,-33.09275,27.7539
2004-6-25T23:0:0,london bushy park,60.4,80.7,69,35.4,35.8,78.8,20.9,,308.75,0,0,,24.8,,1017.6,-33.09275,27.7539
2004-6-26T23:0:0,london bushy park,51.2,58.5,54,47.8,79.68,,19.3,,254.75,0.1,8,,16.4,,1026,-33.09275,27.7539
2004-6-27T23:0:0,london bushy park,48.1,62.1,54.6,43.7,67.51,,12.9,,142.88,0,0,,24.8,,1028,-33.09275,27.7539
2004-6-28T23:0:0,london bushy park,43.8,67.2,55.1,41.9,64.84,,17,,275.25,0,0,,24.8,,1020.8,-33.09275,27.7539
2004-6-29T23:0:0,london bushy park,51.3,63.8,56.2,45.9,69.88,,10.3,,259.38,0,0,,23.7,,1023.7,-33.09275,27.7539
2004-6-30T23:0:0,london bushy park,47.5,65.5,55.4,44.4,68.21,,10,,260.62,0,0,,24.8,,1021,-33.09275,27.7539
2004-7-1T23:0:0,london bushy park,46.7,56.7,51.5,42.7,71.87,,8.1,,225.75,0,0,,24.8,,1016,-33.09275,27.7539
2004-7-2T23:0:0,london bushy park,52.6,64.5,57.9,38.6,50.08,,17.2,,258.25,0,0,,23,,1018,-33.09275,27.7539
2004-7-3T23:0:0,london bushy park,49.8,63.5,55.2,41.9,62.68,,20.9,,264.38,0,0,,24.8,,1028.5,-33.09275,27.7539
2004-7-4T23:0:0,london bushy park,49.1,60.6,53.7,45.6,75.28,,9.1,,247.25,0.1,8,,23.2,,1038,-33.09275,27.7539
2004-7-5T23:0:0,london bushy park,47.6,63.4,54.4,43.1,67.66,,9.1,,259.14,0,0,,24.8,,1035.7,-33.09275,27.7539
2004-7-6T23:0:0,london bushy park,43.7,64.5,54.5,46.4,75.77,,8,,232.56,0,0,,24.8,,1032.2,-33.09275,27.7539
2004-7-7T23:0:0,london bushy park,44.9,64.9,54.5,45.4,72.89,,11.2,,172.29,0,0,,23.3,,1028.1,-33.09275,27.7539
2004-7-8T23:0:0,london bushy park,44.3,70.9,58.2,39.9,54.32,,9.2,,245.44,0,0,,23.9,,1022.3,-33.09275,27.7539
2004-7-9T23:0:0,london bushy park,51.1,68.3,58.4,42.3,59.03,,19.4,,262.5,0,0,,20.4,,1024.4,-33.09275,27.7539
2004-7-10T23:0:0,london bushy park,49.2,63.9,55.8,47.5,75.23,,9,,251.62,0,4,,23.8,,1027.3,-33.09275,27.7539
2004-7-11T23:0:0,london bushy park,48.3,65.4,55.6,45.9,72.16,,15,,268.75,0,0,,21.6,,1019.6,-33.09275,27.7539
2004-7-12T23:0:0,london bushy park,44.9,54.4,50.6,48,90.86,,19.3,,257,1.7,16,,8.9,,1030.2,-33.09275,27.7539
2004-7-13T23:0:0,london bushy park,49.9,57.6,53.2,47.8,82.49,,9.2,,235.86,0,8,,19.1,,1035.9,-33.09275,27.7539
2004-7-14T23:0:0,london bushy park,44.3,69,56,42.5,62.72,,10.2,,184.88,0,4,,23.5,,1026.5,-33.09275,27.7539
2004-7-15T23:0:0,london bushy park,49.5,76.7,60.1,35.5,44.03,,10.3,,280.38,0,0,,21.9,,1023.4,-33.09275,27.7539
2004-7-16T23:0:0,london bushy park,49.1,68.2,56.9,38,51.65,,17.4,,263.88,0,0,,24.8,,1025.2,-33.09275,27.7539
2004-7-17T23:0:0,london bushy park,47.4,70.7,57.5,40,53.86,,9,,253.88,0,0,,24.8,,1025.8,-33.09275,27.7539
2004-7-18T23:0:0,london bushy park,51.1,70.5,58.6,39.7,50.6,,10,,248.88,0,0,,24.8,,1022.8,-33.09275,27.7539
2004-7-19T23:0:0,london bushy park,53,83.1,66.9,32.1,29.1,80.5,13.7,,280.62,0,0,,23.8,,1016.1,-33.09275,27.7539
2004-7-20T23:0:0,london bushy park,49.6,71.9,57.5,46.3,72.31,,11.4,,239.89,0,0,,20.7,,1016.7,-33.09275,27.7539
2004-7-21T23:0:0,london bushy park,48.8,63.1,54.4,47.2,78.08,,8,,282.71,0,0,,21.3,,1016.1,-33.09275,27.7539
2004-7-22T23:0:0,london bushy park,51.7,72,61.7,43.6,54.27,,17.1,,200.43,0,0,,24.8,,1010.3,-33.09275,27.7539
2004-7-23T23:0:0,london bushy park,54.4,63.8,58.5,45.2,61.95,,13.9,,258.75,0,4,,23.8,,1015.6,-33.09275,27.7539
2004-7-24T23:0:0,london bushy park,52.1,57.2,54,43.5,67.77,,10.3,,275.38,0,4,,19.7,,1018.4,-33.09275,27.7539
2004-7-25T23:0:0,london bushy park,49.6,52.6,51.2,45.5,81.31,,18.2,,269.43,0.5,8,,20.1,,1023.5,-33.09275,27.7539
2004-7-26T23:0:0,london bushy park,35.9,59.3,50.9,44.5,79.05,,14.9,,238,0,4,,19.3,,1027.9,-33.09275,27.7539
2004-7-27T23:0:0,london bushy park,51.8,61.3,55.6,51.3,84.61,,17.9,,247.56,0.2,4,,20.7,,1029.2,-33.09275,27.7539
2004-7-28T23:0:0,london bushy park,48.6,65.9,56,45.1,68.56,,8,,234.25,0,0,,24.9,,1017.9,-33.09275,27.7539
2004-7-29T23:0:0,london bushy park,52.1,76,60.2,35.7,43.38,,24.8,,275,0,0,,24.8,,1008.6,-33.09275,27.7539
2004-7-30T23:0:0,london bushy park,49.1,63.9,53.8,31.7,44.15,,26,,277,0,0,,24.8,,1021.8,-33.09275,27.7539
2004-7-31T23:0:0,london bushy park,43.1,64.9,53.5,36.8,56.32,,11.4,,199.62,0,0,,24.9,,1025.7,-33.09275,27.7539
2004-8-1T23:0:0,london bushy park,43.4,69.2,55.8,42.7,62.87,,12.5,,130.57,0,0,,22,,1017.9,-33.09275,27.7539
2004-8-2T23:0:0,london bushy park,58.8,84.3,67.7,45,46.52,81.8,16.1,,294,0,0,,23.5,,1013.2,-33.09275,27.7539
2004-8-3T23:0:0,london bushy park,54.7,66.1,59.3,53.6,82.32,,9.1,,237.5,0,0,,23.7,,1014,-33.09275,27.7539
2004-8-4T23:0:0,london bushy park,48.8,70.9,57.9,47.6,72.56,,8.1,,296.43,0,0,,24.8,,1015,-33.09275,27.7539
2004-8-5T23:0:0,london bushy park,50.1,63.6,56.9,49.4,76.97,,9.2,,234.11,0,0,,21.4,,1019,-33.09275,27.7539
2004-8-6T23:0:0,london bushy park,49.4,63.7,57.7,52.3,83.29,,11.1,,239.88,0.1,4,,24.8,,1018.2,-33.09275,27.7539
2004-8-7T23:0:0,london bushy park,44.1,74.2,57.6,40.2,61.19,,20.9,,282.12,0,0,,23.8,,1015.8,-33.09275,27.7539
2004-8-8T23:0:0,london bushy park,49.8,72.4,60.3,42.4,54.25,,13.9,,235.62,0,0,,22.7,,1014.6,-33.09275,27.7539
2004-8-9T23:0:0,london bushy park,52.8,61.2,57.1,44.8,65.2,,22.7,,254,0,4,,22.2,,1028.5,-33.09275,27.7539
2004-8-10T23:0:0,london bushy park,51,63.6,55.8,47.1,74.06,,22.9,,166.43,0,4,,23.2,,1030.7,-33.09275,27.7539
2004-8-11T23:0:0,london bushy park,46.1,80,63,43,52.63,,11.2,,232.62,0.2,4,,23.8,,1017.2,-33.09275,27.7539
2004-8-12T23:0:0,london bushy park,49.4,71.7,62.5,54,75.09,,8.1,,217.12,0,0,,20.7,,1013.3,-33.09275,27.7539
2004-8-13T23:0:0,london bushy park,52.4,64.2,58.3,53.7,84.92,,12.8,,253.38,0,0,,19.3,,1012.5,-33.09275,27.7539
2004-8-14T23:0:0,london bushy park,53.4,62.9,57.5,50.3,76.94,,18.2,,250.71,0,0,,24.8,,1017.6,-33.09275,27.7539
2004-8-15T23:0:0,london bushy park,45,70.7,57.2,41.5,60.84,,20.9,,279.75,0,0,,24.8,,1018.7,-33.09275,27.7539
2004-8-16T23:0:0,london bushy park,51.9,67.2,58.7,45.8,63.77,,11.3,,245.25,0,0,,23.7,,1026.2,-33.09275,27.7539
2004-8-17T23:0:0,london bushy park,52.7,67.7,58.7,51.3,77.21,,6.9,,248.12,0,0,,24.8,,1025.7,-33.09275,27.7539
2004-8-18T23:0:0,london bushy park,51.2,76.1,64.5,51.1,63.79,,11.4,,153.62,0,0,,23.7,,1020.6,-33.09275,27.7539
2004-8-19T23:0:0,london bushy park,60.3,70.8,67,57.1,72.67,,12.9,,231,0,4,,18.2,,1017.4,-33.09275,27.7539
2004-8-20T23:0:0,london bushy park,57.3,67.3,61.5,56.7,85.01,,10.3,,278,0.5,8,,18.2,,1015.6,-33.09275,27.7539
2004-8-21T23:0:0,london bushy park,59,59,59,56.8,92.48,,9.2,,11,0,0,,,,1016.8,-33.09275,27.7539
2004-8-22T23:0:0,london bushy park,63,63,63,57.7,82.9,,13.6,,248,1.1,4,,18.6,,1019.1,-33.09275,27.7539
2004-8-23T23:0:0,london bushy park,51,59.9,56.1,52.5,88.16,,12.6,,275,0,0,,13,,1021.6,-33.09275,27.7539
2004-8-25T23:0:0,london bushy park,55.3,55.3,55.3,51,85.43,,5.9,,302,0,0,,18.6,,1027.4,-33.09275,27.7539
2004-8-26T23:0:0,london bushy park,51.9,65.3,60,54.2,81.55,,19.2,,113,0,0,,24.8,,1023.3,-33.09275,27.7539
2004-8-27T23:0:0,london bushy park,55.3,70.6,64.5,58.3,80.79,,15,,118.89,0,0,,24.8,,1020.8,-33.09275,27.7539
2004-8-28T23:0:0,london bushy park,61.4,80.9,71.7,56,59.64,80.8,10.1,,125.75,0,0,,22.2,,1018.1,-33.09275,27.7539
2004-8-29T23:0:0,london bushy park,62.5,76.5,70.4,53.3,56.86,,12.5,,202.5,0,0,,19.6,,1016.7,-33.09275,27.7539
2004-8-30T23:0:0,london bushy park,63,69,65,59.6,82.74,,15.8,,231.62,0,0,,17.5,,1020.2,-33.09275,27.7539
2004-8-31T23:0:0,london bushy park,60.9,70.9,64.1,58.8,83.8,,7.9,,223.12,0,8,,17.8,,1013.7,-33.09275,27.7539
2004-9-1T23:0:0,london bushy park,54.3,63.8,59,52.6,79.41,,25.4,,249.75,0.2,12,,12.9,,1015.9,-33.09275,27.7539
2004-9-2T23:0:0,london bushy park,54,65.7,58.7,48.8,71.26,,15,,260.88,0.2,8,,22.7,,1020.8,-33.09275,27.7539
2004-9-3T23:0:0,london bushy park,48.8,74.6,62.5,51.4,69.55,,20.7,,180.88,0,0,,23.7,,1013,-33.09275,27.7539
2004-9-4T23:0:0,london bushy park,49.9,60,56.3,48.6,76.07,,19.2,,252.12,0.1,8,,15,,1020.3,-33.09275,27.7539
2004-9-5T23:0:0,london bushy park,42,56.3,50.2,45.1,82.84,,13.8,,261.75,0.4,16,,14,,1026.4,-33.09275,27.7539
2004-9-6T23:0:0,london bushy park,46.7,62.7,54.7,43.1,66.42,,9.1,,187.75,0,0,,24.9,,1021.9,-33.09275,27.7539
2004-9-7T23:0:0,london bushy park,51.7,61.1,56.2,43.6,63.84,,21.8,,255,0,8,,17.9,,1021.7,-33.09275,27.7539
2004-9-8T23:0:0,london bushy park,44.6,58.7,51.8,43.7,75.25,,10.1,,256.38,0,8,,14,,1028.1,-33.09275,27.7539
2004-9-9T23:0:0,london bushy park,45,64.1,55.4,44.3,66.85,,19.4,,153.25,0,4,,24.8,,1024.8,-33.09275,27.7539
2004-9-10T23:0:0,london bushy park,46.4,75.4,61.4,47.2,63.1,,11.5,,261.25,0,0,,24.8,,1018.9,-33.09275,27.7539
2004-9-11T23:0:0,london bushy park,54.5,62.5,58.5,52,79.56,,10.3,,174.62,0,4,,13.7,,1025,-33.09275,27.7539
2004-9-12T23:0:0,london bushy park,57.2,70.6,63,56.5,79.99,,21.3,,70.12,0,4,,22.2,,1019.5,-33.09275,27.7539
2004-9-13T23:0:0,london bushy park,57,74.7,65.7,57.9,77.75,,14.9,,258.62,0,0,,22.8,,1013.7,-33.09275,27.7539
2004-9-14T23:0:0,london bushy park,59.2,68.1,64.1,57.9,80.61,,14.1,,144.78,0,0,,15.9,,1016.8,-33.09275,27.7539
2004-9-15T23:0:0,london bushy park,59.5,73.1,66.3,58.7,76.84,,16.1,,146.25,0,0,,15.5,,1010.9,-33.09275,27.7539
2004-9-16T23:0:0,london bushy park,55.5,70.9,64.2,56.9,78.4,,20.8,,73.44,0,0,,21.7,,1011.9,-33.09275,27.7539
2004-9-17T23:0:0,london bushy park,55.7,61.9,58.7,51.1,76.22,,20.7,,202,0,4,,22.8,,1009,-33.09275,27.7539
2004-9-18T23:0:0,london bushy park,51.8,62.5,56.3,42.4,60.55,,24.4,,259.78,0,4,,23,,1022.5,-33.09275,27.7539
2004-9-19T23:0:0,london bushy park,51.2,65.4,58.2,45.9,64.52,,11.6,,169.25,0,4,,23.7,,1029.7,-33.09275,27.7539
2004-9-20T23:0:0,london bushy park,52.7,72.6,63.7,50.9,64.64,,21.3,,49.38,0,0,,24.7,,1021.3,-33.09275,27.7539
2004-9-21T23:0:0,london bushy park,55.2,80.8,69.6,52.4,57.61,79.7,9.3,,219.88,0,0,,19.1,,1010.5,-33.09275,27.7539
2004-9-22T23:0:0,london bushy park,54.6,66,61.6,54.8,78.99,,13.7,,226.38,0,4,,24.8,,1012.4,-33.09275,27.7539
2004-9-23T23:0:0,london bushy park,58.2,63.6,60.9,55.5,83.39,,10.1,,177.12,0.7,4,,14.1,,1016.8,-33.09275,27.7539
2004-9-24T23:0:0,london bushy park,52.1,59.1,57.5,56.3,95.8,,12.8,,142,2,12,,3.9,,1017.3,-33.09275,27.7539
2004-9-25T23:0:0,london bushy park,51.8,60.3,56.6,52.3,86.2,,18.3,,228.38,4.3,16,,9.4,,1023.8,-33.09275,27.7539
2004-9-26T23:0:0,london bushy park,50.3,64.2,57.4,46.7,68.29,,11.6,,163.5,0,4,,23.7,,1027.2,-33.09275,27.7539
2004-9-27T23:0:0,london bushy park,50.1,69.2,60.5,51.9,75.18,,14.7,,225.75,0,0,,23.8,,1022.5,-33.09275,27.7539
2004-9-28T23:0:0,london bushy park,51.9,70.8,61,54.1,79.51,,12.9,,124.71,0,0,,23.6,,1023.3,-33.09275,27.7539
2004-9-29T23:0:0,london bushy park,57.6,73.2,65.2,57.2,76.62,,16.8,,59.38,0,0,,23.7,,1017.4,-33.09275,27.7539
2004-9-30T23:0:0,london bushy park,64.7,68.1,65.9,63.1,90.94,,17.2,,99.5,0.1,12,,6.2,,1022.4,-33.09275,27.7539
2004-10-1T23:0:0,london bushy park,62.1,74.2,67.4,60.6,79.62,,20.4,,85.75,0,0,,22.7,,1016.2,-33.09275,27.7539
2004-10-2T23:0:0,london bushy park,60.2,71,66.2,59.2,78.95,,9.3,,194.5,0,0,,23.8,,1014.9,-33.09275,27.7539
2004-10-3T23:0:0,london bushy park,59.9,71.2,64.7,58.3,80.13,,20.5,,210,0,0,,21.7,,1013.7,-33.09275,27.7539
2004-10-4T23:0:0,london bushy park,58.3,71.8,65.5,60.2,83.53,,17.1,,124.75,0,0,,24.8,,1013.5,-33.09275,27.7539
2004-10-5T23:0:0,london bushy park,64.3,71.7,66.5,63.1,89.22,,8.1,,138,0,4,,13.7,,1008.6,-33.09275,27.7539
2004-10-6T23:0:0,london bushy park,53.5,71,63,56,79.33,,26.8,,243.38,0,4,,20.5,,1010.8,-33.09275,27.7539
2004-10-7T23:0:0,london bushy park,51.4,60.9,56.1,46.7,71.73,,18.3,,261.75,0.8,8,,23.7,,1021,-33.09275,27.7539
2004-10-8T23:0:0,london bushy park,51.4,63.5,57.9,45.9,64.8,,21.9,,218.44,0,0,,22.1,,1018.7,-33.09275,27.7539
2004-10-9T23:0:0,london bushy park,51.1,64.3,58.6,44.9,61.41,,15,,221.14,0,4,,21.1,,1026.6,-33.09275,27.7539
2004-10-10T23:0:0,london bushy park,51,67.3,60.5,50.3,69.95,,10.4,,169.88,0,0,,23.8,,1027.8,-33.09275,27.7539
2004-10-11T23:0:0,london bushy park,55.4,70.8,64,56.5,77.57,,16.9,,92.88,0,0,,23.7,,1022.3,-33.09275,27.7539
2004-10-12T23:0:0,london bushy park,59.1,75.2,67.9,61.6,81.05,,17.9,,72.5,0,0,,21.7,,1015.5,-33.09275,27.7539
2004-10-13T23:0:0,london bushy park,65.5,81.5,73.9,58.8,60.33,81.9,18.1,,114,0,4,,23.8,,1013.1,-33.09275,27.7539
2004-10-14T23:0:0,london bushy park,58.2,80.9,70.4,59.4,69.64,81.9,9.2,,118.38,0,4,,20.7,,1013.7,-33.09275,27.7539
2004-10-15T23:0:0,london bushy park,66.1,82.2,71.7,59.5,66.75,83.1,18.2,,116.12,0,0,,18.1,,1010.3,-33.09275,27.7539
2004-10-16T23:0:0,london bushy park,59.9,66.4,63,58.6,85.71,,17,,242.12,0,12,,10.8,,1018.1,-33.09275,27.7539
2004-10-17T23:0:0,london bushy park,56.6,64.3,60.8,58.3,91.56,,17.4,,137.75,0.1,12,,14.7,,1023.9,-33.09275,27.7539
2004-10-18T23:0:0,london bushy park,58.7,73.7,65.5,61.2,86.52,,25.3,,43.75,0.2,8,,23,,1018.6,-33.09275,27.7539
2004-10-19T23:0:0,london bushy park,65.5,70.3,67.8,65.7,92.93,,15.8,,46.78,0.2,4,,5.8,,1014.5,-33.09275,27.7539
2004-10-20T23:0:0,london bushy park,60.9,68.6,65.5,57.4,75.87,,18.9,,178.62,0,4,,22.2,,1014.3,-33.09275,27.7539
2004-10-21T23:0:0,london bushy park,58.1,65.4,62.8,54.5,74.7,,9.2,,171.88,0,0,,20.9,,1024.7,-33.09275,27.7539
2004-10-22T23:0:0,london bushy park,59.1,72.2,65,57.4,77.47,,16,,90.33,0,4,,23.2,,1022.1,-33.09275,27.7539
2004-10-23T23:0:0,london bushy park,57.7,82.7,67.6,57.1,74.43,80.7,12.8,,128.57,0,0,,23.3,,1017.2,-33.09275,27.7539
2004-10-24T23:0:0,london bushy park,60.8,73.6,66.6,61.4,83.96,,14.7,,170.75,0,0,,23.9,,1014.7,-33.09275,27.7539
2004-10-25T23:0:0,london bushy park,54.6,71.7,62.7,52.5,71.82,,20.9,,243.88,0.1,4,,19.1,,1018.8,-33.09275,27.7539
2004-10-26T23:0:0,london bushy park,53.7,64.2,57.9,52.6,83.16,,9.4,,176.71,0.1,8,,19.5,,1021.6,-33.09275,27.7539
2004-10-27T23:0:0,london bushy park,53.2,70,62.4,51.4,69.51,,9.2,,153.75,0,8,,23.7,,1015.1,-33.09275,27.7539
2004-10-28T23:0:0,london bushy park,53.7,69.4,61.4,50,67.74,,32.1,,245.5,0,0,,23.8,,1014.3,-33.09275,27.7539
2004-10-29T23:0:0,london bushy park,55.3,68.5,61.2,45.9,58.4,,11.5,,169.14,0,0,,23.5,,1026.6,-33.09275,27.7539
2004-10-30T23:0:0,london bushy park,54.8,79.5,67,55.6,68.43,,16.9,,92.56,0,0,,23.7,,1018.3,-33.09275,27.7539
2004-11-1T0:0:0,london bushy park,63.3,76.4,68.8,61.9,79.15,,19.3,,130.44,0,0,,22.7,,1015.1,-33.09275,27.7539
2004-11-2T0:0:0,london bushy park,63.9,76.1,69.3,62.7,80.37,,22.6,,218.33,0,8,,20.2,,1014.5,-33.09275,27.7539
2004-11-3T0:0:0,london bushy park,63.9,69.7,66.3,61.1,83.89,,17.2,,98.6,0,8,,10.8,,1019.8,-33.09275,27.7539
2004-11-4T0:0:0,london bushy park,65.2,80.5,70.3,64.6,83.07,82.4,17.2,,155.67,0.1,12,,20.3,,1011.7,-33.09275,27.7539
2004-11-5T0:0:0,london bushy park,63.9,67.2,65.1,62.4,91.01,,12.8,,213.22,0.1,12,,8.9,,1018.6,-33.09275,27.7539
2004-11-6T0:0:0,london bushy park,59.6,75.6,68.1,64.8,89.75,,17.7,,92.22,0.2,4,,20.8,,1014.6,-33.09275,27.7539
2004-11-7T0:0:0,london bushy park,61.6,72.1,66.2,62.4,87.99,,17.1,,267,0,0,,13.2,,1013.3,-33.09275,27.7539
2004-11-8T0:0:0,london bushy park,57.3,74.6,66.4,57.9,75.72,,9.3,,189,0,0,,24.9,,1014.8,-33.09275,27.7539
2004-11-9T0:0:0,london bushy park,61.9,73.5,67.6,58.6,73.87,,16,,243.78,0,0,,23.7,,1014.5,-33.09275,27.7539
2004-11-10T0:0:0,london bushy park,56.6,66.2,62.7,58.6,86.97,,18.3,,133.64,4.2,12,,9.8,,1018.4,-33.09275,27.7539
2004-11-11T0:0:0,london bushy park,60.9,68.9,65.2,60.1,83.87,,22.8,,55,0,4,,21.7,,1017.1,-33.09275,27.7539
2004-11-12T0:0:0,london bushy park,63.5,78.5,69.9,64.2,83.24,,11.4,,130.89,0,0,,23,,1013,-33.09275,27.7539
2004-11-13T0:0:0,london bushy park,65.5,74.8,69.6,66.1,88.89,,11.4,,190.56,0,4,,18,,1015.9,-33.09275,27.7539
2004-11-14T0:0:0,london bushy park,61.8,74.5,68.6,63.7,85.09,,13.9,,103.33,0,8,,23.4,,1017.5,-33.09275,27.7539
2004-11-15T0:0:0,london bushy park,59.3,77.3,68.1,62.1,82.28,,11.5,,182.89,0,0,,24.9,,1018.8,-33.09275,27.7539
2004-11-16T0:0:0,london bushy park,59.2,80,70.5,62.9,78.26,,20.7,,120,0,0,,24.8,,1017,-33.09275,27.7539
2004-11-17T0:0:0,london bushy park,68.7,95.3,76,64.9,71.19,95.9,18.1,,156.67,0,0,,19.2,,1010.2,-33.09275,27.7539
2004-11-18T0:0:0,london bushy park,68.1,78.9,72.8,66.8,81.92,,13.9,,166.44,0,4,,24.7,,1014.5,-33.09275,27.7539
2004-11-19T0:0:0,london bushy park,67.5,77.7,72.7,67.9,85.52,,18,,72,0,0,,18.6,,1012,-33.09275,27.7539
2004-11-20T0:0:0,london bushy park,64,76.3,71.2,64.6,80.76,,16.9,,200.5,0.2,8,,18.7,,1011.4,-33.09275,27.7539
2004-11-21T0:0:0,london bushy park,60.3,67.1,64.2,59.3,84.67,,9.4,,223.11,0.2,8,,14.2,,1009.9,-33.09275,27.7539
2004-11-22T0:0:0,london bushy park,57.6,69.6,63.9,48.7,58.81,,8.4,,238.89,0,0,,23.8,,1014.2,-33.09275,27.7539
2004-11-23T0:0:0,london bushy park,60,69.4,64.3,50.7,62.22,,8.1,,232.11,0,0,,23.7,,1016.3,-33.09275,27.7539
2004-11-24T0:0:0,london bushy park,58,76.9,68,58.6,73.77,,11.2,,110.67,0,0,,24.8,,1012.2,-33.09275,27.7539
2004-11-25T0:0:0,london bushy park,62.7,75.6,68.8,58,70.17,,10.4,,239.22,0,0,,21.1,,1013.9,-33.09275,27.7539
2004-11-26T0:0:0,london bushy park,66,74.4,69,60.6,74.99,,11.4,,148.89,0,0,,21.6,,1017.6,-33.09275,27.7539
2004-11-27T0:0:0,london bushy park,62.7,74.3,67.9,64,88.11,,10.3,,136.2,0.2,8,,12.6,,1015,-33.09275,27.7539
2004-11-28T0:0:0,london bushy park,67.4,71.1,69.8,68.6,95.97,,11.4,,82,0.6,12,,2.7,,1013.5,-33.09275,27.7539
2004-11-29T0:0:0,london bushy park,63.8,80.3,70.9,67,87.97,83.5,13,,171.67,0,8,,21,,1012.1,-33.09275,27.7539
2004-11-30T0:0:0,london bushy park,62.9,73.5,66.5,60,80.01,,20.8,,140.14,0.1,4,,19.6,,1016.3,-33.09275,27.7539
2004-12-1T0:0:0,london bushy park,61.8,77.8,68.9,61.2,77.13,,17.2,,166,0,0,,23.7,,1010,-33.09275,27.7539
2004-12-2T0:0:0,london bushy park,63.1,75.5,69.7,61.4,75.84,,18.3,,130.67,0,0,,24.8,,1014.8,-33.09275,27.7539
2004-12-3T0:0:0,london bushy park,67.2,79,73.3,67.9,83.64,,10.4,,65,0,0,,24.8,,1012.8,-33.09275,27.7539
2004-12-4T0:0:0,london bushy park,72,83.2,79,67.7,70.83,88.9,8.1,,168.25,0,0,,20.3,,1009.1,-33.09275,27.7539
2004-12-5T0:0:0,london bushy park,66.3,87.3,78.2,67.5,72.68,92.1,8.1,,200.67,0,0,,24.8,,1008.3,-33.09275,27.7539
2004-12-6T0:0:0,london bushy park,65.9,70.8,68.2,67.1,96.4,,10.3,,178.6,1.9,16,,1.6,,1011.1,-33.09275,27.7539
2004-12-7T0:0:0,london bushy park,61.3,67.9,64.3,61.3,90.53,,13.8,,210.67,2.2,12,,9.2,,1015.2,-33.09275,27.7539
2004-12-8T0:0:0,london bushy park,59.7,72,65.7,56.8,74.68,,9.2,,162.7,0,4,,23.7,,1019,-33.09275,27.7539
2004-12-9T0:0:0,london bushy park,59.8,74.3,66.3,58.1,76.23,,17.9,,96.55,0,0,,22.5,,1016.9,-33.09275,27.7539
2004-12-10T0:0:0,london bushy park,63,76.8,69,61.8,78.81,,11.4,,61.62,0,4,,24.7,,1014.2,-33.09275,27.7539
2004-12-11T0:0:0,london bushy park,63.2,78.2,70.5,62.9,78.11,,13.7,,55.88,0,0,,24.8,,1015.6,-33.09275,27.7539
2004-12-12T0:0:0,london bushy park,63.2,86.2,74.5,64.6,73.42,88.2,13.5,,83.22,0,0,,24.8,,1007.1,-33.09275,27.7539
2004-12-13T0:0:0,london bushy park,66.4,77.2,72.3,63.9,75.61,,18.1,,192.78,0,4,,23.3,,1010,-33.09275,27.7539
2004-12-14T0:0:0,london bushy park,64.6,75.6,68.6,59.6,73.84,,20.6,,217.38,0,8,,21.7,,1014,-33.09275,27.7539
2004-12-15T0:0:0,london bushy park,62.1,71.7,65.7,58.7,78.94,,13.6,,151.5,0,8,,22.9,,1018,-33.09275,27.7539
